tid,name,usage_count,follower_count,canonical_term,match_type,confidence,final_disposition,canonical_tid
89300,President Biden,4,22,,,,delete,
8931,Planned Parenthood,9,182,Reproductive Rights,keyword_match,medium,merge_to_canonical,9346.0
8932,Reproductive Health,80,560,Health Care,keyword_match,medium,merge_to_canonical,7166.0
8933,regulations,10,71,,,,delete,
89337,Vaccine Site; Healthcare Disparities; Increasing Education Diversity,1,8,Health Care,semicolon_first_term_keyword,medium,merge_to_canonical,7166.0
89339,#EndPuppyMills,2,225,Animal Welfare,keyword_match,medium,merge_to_canonical,9462.0
8934,Ticket Reselling,12,27,,,,delete,
8935,Ticket Reform,16,23,,,,delete,
89357,Upstate Business Reopening and Recovery Tour,2,1,,,,delete,
89358,National Pet Week,1,6,,,,delete,
8936,Ticket Scalping,6,14,,,,delete,
89369,Election Misinformation,7,47,Elections,keyword_match,medium,merge_to_canonical,7011.0
8937,Attorney General Schneiderman,7,53,,,,delete,
89370,East River Tunnels,2,0,,,,delete,
8938,Unfunded state mandates,13,75,,,,delete,
8939,compassionate care act,3,80,,,,delete,
8940,medical marijuana,21,551,Cannabis Policy,keyword_match,medium,merge_to_canonical,
8941,Reproductive Health Women's Health,0,271,Health Care,keyword_match,medium,merge_to_canonical,7166.0
8942,Children and Families,229,1403,Families,seed_exact,high,merge_to_canonical,7061.0
89421,#ProtectNYHeroes,1,113,,,,delete,
8943,Gaming and Wagering,49,105,Gaming,keyword_match,medium,merge_to_canonical,7111.0
8944,Heroin and Opioid Addiction,125,339,Opioid & Substance Use,seed_exact,high,merge_to_canonical,
89440,Kelp Cultivation,2,3,,,,delete,
89441,Combatting Government Corruption,4,17,Ethics,keyword_match,medium,merge_to_canonical,7051.0
8945,property taxes,52,422,Taxes,keyword_match,medium,merge_to_canonical,7626.0
8946,Social Equality,3,61,,,,delete,
8947,Social Justice,20,259,Civil Rights,keyword_match,medium,merge_to_canonical,6831.0
8948,Hurricane Sandy,25,25,,,,delete,
89485,Gasoline Taxes,12,79,Taxes,keyword_match,medium,merge_to_canonical,7626.0
89486,Home Heating Taxes,2,26,Taxes,keyword_match,medium,merge_to_canonical,7626.0
89487,Protecting Long Islanders,1,7,,,,delete,
8949,Tax relief,69,361,Taxes,keyword_match,medium,merge_to_canonical,7626.0
89492,NYS Senator Roxanne J. Persaud,2,0,,,,delete,
89493,Salvation Army,6,5,,,,delete,
89494,Food Distrubution,1,9,,,,delete,
89495,Unemployment Fraud,2,12,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
89496,COVID-19 reopening,1,19,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
89497,Walkway over the hudson,1,3,,,,delete,
89498,farm to market,1,7,Agriculture,keyword_match,medium,merge_to_canonical,6716.0
8950,New York Senate,13,224,,,,delete,
8951,Tax Assistance,3,25,Taxes,keyword_match,medium,merge_to_canonical,7626.0
8952,OPWDD,23,71,,,,delete,
8953,Manufacturers,5,9,,,,delete,
8954,Dream Act,29,194,Immigration,keyword_match,medium,merge_to_canonical,7221.0
8955,Substance Abuse,14,75,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
8956,PTSD,15,98,,,,delete,
8957,Alcohol and Substance Abuse,21,199,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
8958,Lunar New Year,23,23,,,,delete,
89587,Senator Borrello,1,2,,,,delete,
89588,Oppose Gas Tax,10,79,Taxes,keyword_match,medium,merge_to_canonical,7626.0
8959,Chinatown,13,17,,,,delete,
89592,Vaccine Updates; Veterans; Maternal Healthcare; Local Elections,1,10,Health Care,semicolon_first_term_keyword,medium,merge_to_canonical,7166.0
89593,vaccine appointments; women's history; workplace safety,1,6,Health Care,semicolon_first_term_keyword,medium,merge_to_canonical,7166.0
89594,Vaccine Eligibility; Black History Month; Absentee Ballot Voting Reforms; Small Business Relief,1,5,Health Care,semicolon_first_term_keyword,medium,merge_to_canonical,7166.0
89595,Vaccines; Paid Sick Leave; Rent Relief; High School Sports; Small Business; Public Budget Hearings,1,15,Health Care,semicolon_first_term_keyword,medium,merge_to_canonical,7166.0
89599,sex crimes,2,10,,,,delete,
8960,Chinese-language,8,11,,,,delete,
89600,Senator Borrello SD57,1,2,,,,delete,
8961,Holidays,45,83,,,,delete,
8962,Economic Development and Small Business,157,670,Economic Development,seed_exact,high,merge_to_canonical,6996.0
89623,First Responders Vaccines; Seniors; Small Business; Empire Award,1,10,Health Care,semicolon_first_term_keyword,medium,merge_to_canonical,7166.0
89627,Protect Those Who Protect Us,2,13,,,,delete,
89628,Men and Women In Blue,1,5,,,,delete,
8963,Crime Victims,147,514,Crime,seed_exact,high,merge_to_canonical,6926.0
8964,Crime and Correction,134,801,Criminal Justice Reform,seed_exact,high,merge_to_canonical,8546.0
89641,Red Flag Law,9,45,,,,delete,
89643,Eviction Moratorium; Rental Assistance; Legal Clinic,1,14,Tenant Rights,semicolon_first_term_keyword,medium,merge_to_canonical,61615.0
89648,SED Fines,1,0,,,,delete,
8965,Senator Hoylman,13,21,,,,delete,
8966,kar,1,0,,,,delete,
8967,violence,17,76,,,,delete,
89672,Detective Anastasios Tsakos,1,1,,,,delete,
89673,Back The Blue,6,25,,,,delete,
89679,FY 2022,1,5,,,,delete,
8968,Seneca County,3,5,,,,delete,
89688,Baldwin Revitalization,1,1,,,,delete,
89689,Government Grant,2,7,,,,delete,
8969,jail,10,54,,,,delete,
89696,Law Enforcement Appreciation; Public Safety,10,43,First Responders,semicolon_first_term_keyword,medium,merge_to_canonical,8930.0
8970,community,266,601,Community Development,seed_exact,high,merge_to_canonical,6856.0
89700,medical aid in dying,28,51,,,,delete,
89701,In Case of Emergency Photo ID,1,2,,,,delete,
8971,do not litter,1,21,,,,delete,
89717,Senior ID; Shed the Meds,1,2,,,,delete,
89718,managing medication,1,3,,,,delete,
89719,pillow case project,1,1,,,,delete,
8972,Methamphetamine,19,44,,,,delete,
8973,ferry,1,8,,,,delete,
8974,east river ferry,1,9,,,,delete,
8975,economic development corporation,1,17,Economic Development,keyword_match,medium,merge_to_canonical,6996.0
8976,buses,17,59,,,,delete,
8977,ESCOs,4,4,,,,delete,
89771,New York Privacy Act,5,60,Data Privacy,keyword_match,medium,merge_to_canonical,75986.0
8978,Food Banks,25,179,Finance,keyword_match,medium,merge_to_canonical,7081.0
8979,Organ and tissue donation,16,64,,,,delete,
89797,Colonial Pipeline; cybersecurity; cyberattack,1,3,,,,delete,
8980,Alcoholism and Drug Abus,1,64,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
8981,Energy and Telecommunications,97,532,Energy,keyword_match,medium,merge_to_canonical,7026.0
89813,Guilderland Schools,1,1,Education,keyword_match,medium,merge_to_canonical,7001.0
8982,Economic and Revenue,16,59,,,,delete,
89824,Mask Mandates,25,239,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
8983,Organ Donation,53,119,,,,delete,
89835,Empire Award Small Business; Education Funding,0,3,Small Business,semicolon_first_term_keyword,medium,merge_to_canonical,7561.0
89836,City Touring Routes,2,2,,,,delete,
8984,illegal immigration,39,308,Immigration,keyword_match,medium,merge_to_canonical,7221.0
89849,2021 Empire Award,3,5,,,,delete,
8985,board of regents,12,76,,,,delete,
89850,Empire Award; Small Businesses; New Rochelle,2,2,,,,delete,
89859,Governor COVID-19 Book Deal,1,1,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
8986,licensing,5,42,,,,delete,
8987,office of the professions,1,16,,,,delete,
89876,GENDER EQUALITY. DIVERSITY & INCLUSION,1,13,Women's Rights,keyword_match,medium,merge_to_canonical,9128.0
89879,Stony Brook,1,0,,,,delete,
8988,sleepy hollow,9,12,,,,delete,
89880,Ward Melville Heritage Organization,1,0,,,,delete,
89881,New York State Flag,2,2,,,,delete,
8989,Women of Distinction,961,222,Women of Distinction,seed_exact,high,already_canonical,8989.0
89898,new york state tourism,1,1,State Parks & Recreation,keyword_match,medium,merge_to_canonical,
89899,matching grants program,1,6,,,,delete,
8990,Kalief's Law; criminal justice; speedy trial,0,23,,,,delete,
89908,NY Build Renewables Act,1,10,,,,delete,
8991,city council,4,35,,,,delete,
89910,2021 Earth Day Poster Celebration,1,5,Environment,keyword_match,medium,merge_to_canonical,7036.0
89911,firefighter recruitment,3,7,First Responders,keyword_match,medium,merge_to_canonical,8930.0
89912,Job Opportunities,5,22,,,,delete,
89913,Flame-Retardants,1,2,,,,delete,
89914,Family and Firefighter Protection Act,1,10,First Responders,keyword_match,medium,merge_to_canonical,8930.0
89915,Basic STAR,4,44,Taxes,keyword_match,medium,merge_to_canonical,7626.0
89917,Clean Slate,12,37,,,,delete,
89918,Empire Award; Small Business; New Rochelle,1,1,,,,delete,
8992,Planting Seeds,1,18,,,,delete,
89920,School Funding; Yonkers,2,2,Education,semicolon_first_term_keyword,medium,merge_to_canonical,7001.0
89922,rural ems,3,11,,,,delete,
89923,National Principals' Day,1,0,,,,delete,
89924,Third Ave Summer Strolls,1,2,,,,delete,
89925,Open Streets,3,6,,,,delete,
89927,The Data Economy Labor Compensation and Accountability Act,1,2,Economic Development,keyword_match,medium,merge_to_canonical,6996.0
89928,S6727,1,1,,,,delete,
8993,American Legion,17,42,,,,delete,
8994,birds,3,38,,,,delete,
8995,animal abandonment,6,157,Animal Welfare,keyword_match,medium,merge_to_canonical,9462.0
8996,Alcoholism and Drug Abuse,28,222,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
8997,military spouses,4,16,Veterans,keyword_match,medium,merge_to_canonical,7691.0
8998,Community Events,407,616,,,,delete,
8999,Election,31,396,Elections,keyword_match,medium,merge_to_canonical,7011.0
89990,Little League,4,0,,,,delete,
9000,Black History Month,76,140,,,,delete,
9001,Voting Rights,113,884,Voting Rights,seed_exact,high,already_canonical,9001.0
9002,cb1,5,6,,,,delete,
9003,cec 2,1,2,,,,delete,
9004,kalief browder,9,53,,,,delete,
90048,Middle East,2,1,,,,delete,
90049,COVID-19; Veterans Hall of Fame; Yonkers; Greenburgh; Black Lives Matter,1,2,COVID-19 Pandemic,semicolon_first_term_seed,high,merge_to_canonical,78756.0
9005,Youth in Government,4,22,Children,keyword_match,medium,merge_to_canonical,6816.0
90051,vaccine eligibility; COVID-19; Domestic Travel; Marijuana Regulation and Taxation Act; Denouncing Anti-Asian Hate,1,2,Health Care,semicolon_first_term_keyword,medium,merge_to_canonical,7166.0
9006,Occupational Therapy,3,18,,,,delete,
9007,charity tickets,4,7,,,,delete,
90070,Executive Orders; Mask Guidance; Justice For Daunte Wright; Climate Action; Arbor Day,1,5,,,,delete,
90075,NY Hero Act; Safe Staffing; Rent Moratorium; Teacher Appreciation,1,8,,,,delete,
90077,Covid Protocols,1,15,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
90078,Pro Women Legislation,0,11,,,,delete,
9008,Literacy,15,61,,,,delete,
90083,DMX's Death; Yonkers,1,2,,,,delete,
90085,Veterans cemeteries,2,6,Veterans,keyword_match,medium,merge_to_canonical,7691.0
9009,business,51,155,,,,delete,
9010,transportation funding,14,55,Transportation,keyword_match,medium,merge_to_canonical,7656.0
9011,Narcan Training,32,95,,,,delete,
9012,Music Education,19,69,Education,keyword_match,medium,merge_to_canonical,7001.0
9013,Alzheimer's Research,5,59,,,,delete,
9014,SUNY,59,236,Higher Education,seed_exact,high,merge_to_canonical,7176.0
9015,Ramarley Graham,1,3,,,,delete,
9016,Local Roads,38,129,Transportation,keyword_match,medium,merge_to_canonical,7656.0
9017,Tax Cuts,23,132,Taxes,keyword_match,medium,merge_to_canonical,7626.0
90171,State Budget; Civil Legal Services,1,9,Budget,semicolon_first_term_seed,high,merge_to_canonical,6786.0
90172,Climate Change; Earth Day,1,30,Climate Change,semicolon_first_term_seed,high,merge_to_canonical,6841.0
90173,Derek Chauvin; Verdict,1,0,,,,delete,
9018,LMCCC,2,2,,,,delete,
9019,quality of life,24,206,,,,delete,
9020,Construction Coordination,2,12,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
9021,DOT,28,104,,,,delete,
9022,Middle Class,6,57,,,,delete,
9023,Farmers,29,127,Agriculture,keyword_match,medium,merge_to_canonical,6716.0
9024,Baseball Hall of Fame,4,8,,,,delete,
9025,Toxic Chemicals,18,86,,,,delete,
9026,Clean Water,115,855,Clean Water,seed_exact,high,already_canonical,9026.0
9027,Health and Safety,23,224,Health Care,keyword_match,medium,merge_to_canonical,7166.0
90279,Coronavirus; COVID-19; Seniors; Nursing Homes; Adult Care Facilities; Essential Caregivers,1,5,COVID-19 Pandemic,semicolon_first_term_seed,high,merge_to_canonical,78756.0
9028,Higher Education. Binghamton University,1,16,Education,keyword_match,medium,merge_to_canonical,7001.0
90280,Student Achievement,5,12,Education,keyword_match,medium,merge_to_canonical,7001.0
90281,Local Business,15,33,Small Business,keyword_match,medium,merge_to_canonical,7561.0
90282,Local Restaurants,4,10,,,,delete,
90283,Flag Day,2,2,,,,delete,
90289,empire station complex,3,2,,,,delete,
9029,Heart Health,12,53,Health Care,keyword_match,medium,merge_to_canonical,7166.0
90295,Unemployment Benefits,9,43,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
9030,St. Patrick's Parade,6,5,,,,delete,
90309,COVID stimulus checks,1,6,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
9031,tuition,17,139,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
90311,Diwali,15,3,,,,delete,
9032,student loans,49,416,Education,keyword_match,medium,merge_to_canonical,7001.0
90323,Environment; George Floyd; Vaccine Appointments; Covid-19 Funeral Expenses; DMX; Road Repairs,1,5,Environment,semicolon_first_term_seed,high,merge_to_canonical,7036.0
90324,Environment; George Floyd; Vaccine Appointments; Covid-19 Funeral Expenses; DMX; Road Repairs; Asian hate,0,4,Environment,semicolon_first_term_seed,high,merge_to_canonical,7036.0
9033,Senate Budget Resolution,18,58,Budget,keyword_match,medium,merge_to_canonical,6786.0
90336,Protecting Ratepayers,6,4,Utilities,keyword_match,medium,merge_to_canonical,7686.0
90337,Craft Beverage Industry,2,4,,,,delete,
90338,Distiller Parity,1,1,,,,delete,
9034,Outdoor recreation,38,161,State Parks & Recreation,keyword_match,medium,merge_to_canonical,
9035,Illegal Immigrants,26,225,Immigration,keyword_match,medium,merge_to_canonical,7221.0
9036,justice reform,21,155,,,,delete,
90367,Sports and Recreation,2,6,State Parks & Recreation,keyword_match,medium,merge_to_canonical,
90368,Transcript Witholding,5,13,,,,delete,
90369,Ethics Reforms,1,8,Ethics,keyword_match,medium,merge_to_canonical,7051.0
9037,Immigration Senate Budget Resolution,0,35,Budget,keyword_match,medium,merge_to_canonical,6786.0
9038,Korean-language,3,0,,,,delete,
90386,Protect the Police,2,14,First Responders,keyword_match,medium,merge_to_canonical,8930.0
90387,illegal street racing,2,4,,,,delete,
90388,FURIOUS Act,2,1,,,,delete,
9039,Language Access,12,43,,,,delete,
9040,Childcare Advance,3,24,Child Care,keyword_match,medium,merge_to_canonical,9530.0
90408,rural health,2,11,Health Care,keyword_match,medium,merge_to_canonical,7166.0
90409,blood transfusions,3,4,,,,delete,
9041,Parents & Families,6,59,Families,keyword_match,medium,merge_to_canonical,7061.0
90415,Strengthening Our Communities,1,6,,,,delete,
9042,Library Funding,90,223,Libraries,keyword_match,medium,merge_to_canonical,8131.0
90421,SLEEP Act,1,10,,,,delete,
9043,Pier 42,7,4,,,,delete,
9044,Education Board of Regents,9,96,Education,keyword_match,medium,merge_to_canonical,7001.0
9045,Down Syndrome,6,20,,,,delete,
9046,Community Services for the Elderly,10,64,Seniors,keyword_match,medium,merge_to_canonical,7546.0
9047,radical islamic terrorism,4,21,Public Safety,keyword_match,medium,merge_to_canonical,8316.0
90473,Fred's Law,2,2,,,,delete,
9048,refugees,20,166,Immigration,keyword_match,medium,merge_to_canonical,7221.0
9049,American motorsports,16,30,,,,delete,
9050,Rain Barrel Give Away,16,102,,,,delete,
90509,Animal protections,12,33,Animal Welfare,keyword_match,medium,merge_to_canonical,9462.0
9051,YMCA,6,17,,,,delete,
9052,Childhood Obesity,2,33,,,,delete,
90521,Election 2020; Voting,1,6,Elections,semicolon_first_term_keyword,medium,merge_to_canonical,7011.0
90522,COVID-19; Vaccines; Yonkers,0,4,COVID-19 Pandemic,semicolon_first_term_seed,high,merge_to_canonical,78756.0
90523,Yonkers;COVID-19 Vaccines,1,5,,,,delete,
90524,passage,1,1,,,,delete,
90525,pembroke,1,0,,,,delete,
90526,Emergency Rental Assistance Program,8,29,,,,delete,
90528,Ballots,1,9,,,,delete,
90529,Cyberbullying Task Force,3,15,,,,delete,
9054,straphangers,21,15,,,,delete,
90548,Women; Reproductive Healthcare,0,24,Women's Rights,semicolon_first_term_seed,high,merge_to_canonical,9128.0
9055,fares,2,12,,,,delete,
90555,Memorial Day; Service Members; Gold Star; Veterans,2,1,,,,delete,
90556,Senior Citizen Rent Increase Exemption,1,4,Tenant Rights,keyword_match,medium,merge_to_canonical,61615.0
9056,Gun Safety,104,1089,Gun Control,seed_exact,high,merge_to_canonical,7141.0
9057,Children's Health,90,529,Health Care,keyword_match,medium,merge_to_canonical,7166.0
90573,Volunteer Firefighter Recruitment,13,29,First Responders,keyword_match,medium,merge_to_canonical,8930.0
90579,NYS Soil Health & Climate Resiliency Act,1,9,Health Care,keyword_match,medium,merge_to_canonical,7166.0
9058,Safe Storage,5,34,,,,delete,
90581,Eviction Moratorium; Rental Assistance; Legal Services,1,10,Tenant Rights,semicolon_first_term_keyword,medium,merge_to_canonical,61615.0
90582,State Funding; Yonkers Public Schools,1,1,,,,delete,
9059,Critical Infrastructure Safety Act,2,20,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
9060,Brooklyn Bridge,7,10,,,,delete,
90605,Veterans of Foreign Wars,3,10,Veterans,keyword_match,medium,merge_to_canonical,7691.0
90606,Vernon Downs,2,2,,,,delete,
90608,The Data Economy Labor Compensation and Accountability Act (DELCAA),1,1,Economic Development,keyword_match,medium,merge_to_canonical,6996.0
90609,employment discrimination,2,16,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
9061,SAFETY,29,134,,,,delete,
90610,workplace harassment,4,14,,,,delete,
9062,Craft Beer industry,6,29,,,,delete,
90620,Firearms,5,131,Gun Control,keyword_match,medium,merge_to_canonical,7141.0
90625,Sampson Veterans Memorial Cemetery,3,4,Veterans,keyword_match,medium,merge_to_canonical,7691.0
90626,New York State Veterans Cemetery,2,6,Veterans,keyword_match,medium,merge_to_canonical,7691.0
90627,Air EMS,3,9,,,,delete,
9063,state government,9,95,,,,delete,
90635,Honoring Fallen Soldiers,3,9,,,,delete,
90636,Memorial Bridge,1,0,,,,delete,
90638,Women's History Month; Covid-19,1,2,,,,delete,
9064,ReCharge NY,2,14,,,,delete,
90642,Solitary Confinement; Criminal Justice,1,6,,,,delete,
90644,Veteran Suicide Prevention,2,6,Mental Health,keyword_match,medium,merge_to_canonical,7346.0
90649,Rental Relief; Tenants Forum; Legal Services,1,8,,,,delete,
9065,Students,73,371,Education,keyword_match,medium,merge_to_canonical,7001.0
90652,Rent Relief; Housing,2,14,Tenant Rights,semicolon_first_term_keyword,medium,merge_to_canonical,61615.0
90654,bike safety,10,28,,,,delete,
90655,bikers,1,12,,,,delete,
90656,pedestrians,2,9,,,,delete,
90658,Communications,2,6,,,,delete,
9066,NYSSMA,8,14,,,,delete,
9067,Music in our Schools Month,3,12,Education,keyword_match,medium,merge_to_canonical,7001.0
90671,Memorial Day; Joseph G. Lemm Memorial Bridge,1,1,,,,delete,
90672,Gun Violence Prevention; Gun Reforms,2,50,Gun Control,semicolon_first_term_seed,high,merge_to_canonical,7141.0
9068,Enhanced Star,9,98,Taxes,keyword_match,medium,merge_to_canonical,7626.0
9069,Asbestos,2,14,,,,delete,
9070,Job Creation,77,265,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
9071,opt out,3,26,,,,delete,
90717,New York State Senate Commendations,12,14,,,,delete,
9072,testing,6,24,,,,delete,
9073,SCRIE,13,10,,,,delete,
9074,DRIE,10,6,,,,delete,
90743,2021 Session,3,28,,,,delete,
9075,Rent,29,252,Tenant Rights,keyword_match,medium,merge_to_canonical,61615.0
90754,CVIA,1,0,,,,delete,
90755,Community Violence Intervention Act,1,4,,,,delete,
90756,Detective Alvarez,1,1,,,,delete,
90757,Dredging,3,4,,,,delete,
90758,Water District,1,0,,,,delete,
90759,COVID-19 and Schools; Executive Orders; Mandates,1,30,Education,semicolon_first_term_keyword,medium,merge_to_canonical,7001.0
9076,Affordability,212,386,Affordability,seed_exact,high,already_canonical,9076.0
90760,Combating COVID-19 and Protecting New Yorkers' Mental Healh,1,17,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
90764,New York Build Public Renewables Act,1,7,,,,delete,
90768,Odyssey of the Mind,1,0,,,,delete,
9077,animal abuse,34,262,Animal Welfare,keyword_match,medium,merge_to_canonical,9462.0
90779,Syringes,1,1,,,,delete,
9078,distracted driving,9,35,,,,delete,
90780,Decriminalization,1,12,,,,delete,
90783,ERAP,18,36,,,,delete,
90784,Emergency Blood Shortage; Empire City Casino; Blood Drive,2,1,,,,delete,
9079,Volunteer firefighters,139,263,First Responders,seed_exact,high,merge_to_canonical,8930.0
90798,COVID Guidelines,1,9,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
9080,Pudding Street Overpass,5,6,,,,delete,
9081,Democratic Policy Group,7,31,,,,delete,
9082,Children & families,60,389,Families,keyword_match,medium,merge_to_canonical,7061.0
90820,COVID-19 Pandemic Small Business Recovery Grant Program,13,38,Small Business,keyword_match,medium,merge_to_canonical,7561.0
90824,diet pills; body image; self esteem,7,7,,,,delete,
90825,Appointments,2,3,,,,delete,
90826,State Boards,1,1,,,,delete,
90827,State Parole Board,1,4,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
9083,grasslands,1,9,,,,delete,
90830,National Baseball Hall of Fame,2,0,,,,delete,
90831,Official State Symbols,2,1,,,,delete,
90832,Breed insurance,3,9,Insurance,keyword_match,medium,merge_to_canonical,7236.0
90833,subsidized housing,1,13,Housing,keyword_match,medium,merge_to_canonical,7201.0
90839,adirondacks,3,16,,,,delete,
9084,croton point park,3,5,,,,delete,
90841,Sand Mining,1,1,,,,delete,
90846,Virtual Verification,1,4,,,,delete,
90847,highway infrastructure,12,20,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
90848,passenger cars,0,4,,,,delete,
90849,environmentally friendly,1,10,Environment,keyword_match,medium,merge_to_canonical,7036.0
9085,croton-on-hudson,12,5,,,,delete,
90850,Environmental conservartion,3,21,Environment,keyword_match,medium,merge_to_canonical,7036.0
90851,Saratoga Springs,16,20,,,,delete,
90855,hotel conversion,1,1,,,,delete,
90856,vacant commercial space,1,2,,,,delete,
90859,Spam protection,1,7,,,,delete,
9086,Tampon Tax,7,51,Taxes,keyword_match,medium,merge_to_canonical,7626.0
90860,Swimming Safety,7,2,,,,delete,
90861,NYPA; Northern New York Power Proceeds Allocation Act ; St. Lawrence County; Economic Development,1,0,,,,delete,
90862,250th Commemoration,1,5,,,,delete,
90863,American History,4,20,,,,delete,
90865,Postpartum Care,1,3,,,,delete,
90866,Beyond The Fourth Trimester,1,3,,,,delete,
90867,Session 2021;,1,4,,,,delete,
90868,Governor Nominations,2,7,,,,delete,
9087,Consecutive Sentencing,3,22,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
90877,Budget 2021,1,4,Budget,keyword_match,medium,merge_to_canonical,6786.0
90878,Build Back Better,3,18,,,,delete,
9088,bridges,25,64,,,,delete,
9089,community schools,12,64,Education,keyword_match,medium,merge_to_canonical,7001.0
9090,Senate Interns,13,20,,,,delete,
9091,Brian Kavanagh,3,12,,,,delete,
9092,CB3,5,8,,,,delete,
9093,Main Streets,30,57,,,,delete,
9094,Business Regulation Council,2,17,,,,delete,
9095,mohegan lake,2,1,,,,delete,
9096,richard doyle,1,0,,,,delete,
90962,State Roads,1,4,Transportation,keyword_match,medium,merge_to_canonical,7656.0
90963,Soil Health and Climate Resiliency Act,1,5,Health Care,keyword_match,medium,merge_to_canonical,7166.0
90964,Queens Power 100,1,1,,,,delete,
90965,City & State,3,9,,,,delete,
90966,childhood drowning,2,1,,,,delete,
90967,siblings,2,3,,,,delete,
90968,housing stability,0,8,Housing,keyword_match,medium,merge_to_canonical,7201.0
90969,Catskill Park,2,5,,,,delete,
9097,department of Agriculture and Markets,3,51,Agriculture,keyword_match,medium,merge_to_canonical,6716.0
90970,Mothers,4,27,,,,delete,
90971,safe summer,2,0,,,,delete,
90972,Pandemic,2,9,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
90973,Westchester County Senior Hall of Fame,2,0,,,,delete,
90974,COVID-19; Westchester County,1,0,COVID-19 Pandemic,semicolon_first_term_seed,high,merge_to_canonical,78756.0
90975,Asian Victims of Violence;  Ardsley High School,1,0,,,,delete,
90976,White Plains; Elderly Asian-American Women Attacked,1,0,,,,delete,
9098,Digital Literacy,8,26,,,,delete,
90982,Hinchey End of Session Review,1,0,,,,delete,
90983,ethics oversight,2,40,Ethics,keyword_match,medium,merge_to_canonical,7051.0
90984,enforcement,1,7,,,,delete,
90985,turbovax,1,2,,,,delete,
90986,huge ma,1,0,,,,delete,
90989,escooters,3,2,,,,delete,
9099,District Update,24,112,,,,delete,
90990,Combatting Nitrogen Pollution,1,5,Environment,keyword_match,medium,merge_to_canonical,7036.0
90991,Utility Debt Securitization Authority,1,2,Utilities,keyword_match,medium,merge_to_canonical,7686.0
90992,Peter Sobel,1,0,,,,delete,
90993,Peter V. Sobol Memorial Bridge,1,0,,,,delete,
90994,Community Leader,1,1,,,,delete,
90995,Adirondack Park,7,30,,,,delete,
90996,Overweight Truck Enforcement,1,0,,,,delete,
90997,Weigh-In-Motion,2,1,,,,delete,
90998,Overweight Trucks,1,0,,,,delete,
90999,Exhaust Pollution; 2021 Legislative Session; S784B,1,1,Environment,semicolon_first_term_keyword,medium,merge_to_canonical,7036.0
9100,Recruit NY,3,10,,,,delete,
91001,Oceanside High School,1,1,Education,keyword_match,medium,merge_to_canonical,7001.0
91002,Teen Substance Abuse,1,2,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
91003,Public Takeover,1,1,,,,delete,
91004,Real Property Tax Exemption Task Force,1,6,Taxes,keyword_match,medium,merge_to_canonical,7626.0
91005,Wellness Week,1,1,,,,delete,
91006,Emergency Response,9,29,,,,delete,
91007,Empire Award; SD62;  Small Businesses,2,3,,,,delete,
91008,U.S. - Canadian Border,3,10,,,,delete,
9101,Senior Issues,34,135,,,,delete,
91010,Delt-8 THC,1,2,,,,delete,
91011,Youth Leadership Awards,7,4,Children,keyword_match,medium,merge_to_canonical,6816.0
91012,rudy giuliani,1,2,,,,delete,
91013,Class of 2021,1,2,,,,delete,
91016,alcohol-to-go,5,10,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
9102,Senior Center,9,27,,,,delete,
91022,Gubernatorial Appointments,1,0,,,,delete,
91023,Full Frontal With Samantha Bee,1,1,,,,delete,
91026,Rockefeller Park,1,1,,,,delete,
9103,Cooking,1,11,,,,delete,
91030,Crisis Response,5,15,,,,delete,
91031,New York City Board Of Elections,1,5,Elections,keyword_match,medium,merge_to_canonical,7011.0
91032,Workers' Mental Health,1,12,Health Care,keyword_match,medium,merge_to_canonical,7166.0
91033,NYCBOE,1,4,,,,delete,
91034,Outside Income Limit,1,1,,,,delete,
91035,Town of Lewisboro Police Department,1,0,First Responders,keyword_match,medium,merge_to_canonical,8930.0
91036,Eco-friendly vehicles,1,7,,,,delete,
91037,traffic fatality,2,11,,,,delete,
91038,South Side High School,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
